date,product_name,therapeutic_area,region,sales_units,unit_price,marketing_spend,revenue
2022-04-01,CardioVasc-X,Cardiology,Latin America,4242,124.54,6721.21,528298.68
2022-04-01,OncoShield-A,Oncology,North America,2946,465.78,26089.72,1372187.88
2022-04-01,OncoShield-A,Oncology,Europe,2136,465.17,19820.6,993603.12
2022-04-01,OncoShield-A,Oncology,Asia Pacific,1783,455.34,18200.02,811871.22
2022-04-01,OncoShield-A,Oncology,Latin America,1038,467.14,8701.62,484891.32
2022-04-01,NeuroCalm,Neurology,North America,17744,83.6,22553.45,1483398.4
2022-04-01,NeuroCalm,Neurology,Europe,13537,87.7,15805.02,1187194.9
2022-04-01,NeuroCalm,Neurology,Asia Pacific,11670,80.8,15086.23,942936.0
2022-04-01,NeuroCalm,Neurology,Latin America,6031,89.09,11635.51,537301.79
2022-04-01,ImmunoFlex,Immunology,North America,7761,233.08,16987.34,1808933.88
2022-04-01,ImmunoFlex,Immunology,Europe,6195,220.96,23815.49,1368847.2
2022-04-01,ImmunoFlex,Immunology,Asia Pacific,5246,240.65,15748.15,1262449.9
2022-04-01,ImmunoFlex,Immunology,Latin America,2668,239.94,12417.96,640159.92
2022-04-01,DiabeCare,Endocrinology,North America,24229,63.71,21249.98,1543629.59
2022-04-01,DiabeCare,Endocrinology,Europe,18342,65.53,17002.49,1201951.26
2022-04-01,DiabeCare,Endocrinology,Asia Pacific,13173,62.05,18585.14,817384.65
2022-04-01,DiabeCare,Endocrinology,Latin America,8945,61.91,10734.2,553784.95
2022-05-01,CardioVasc-X,Cardiology,North America,11508,122.2,30830.61,1406277.6
2022-05-01,CardioVasc-X,Cardiology,Europe,7540,125.97,12171.96,949813.8
2022-05-01,CardioVasc-X,Cardiology,Asia Pacific,5187,115.96,10722.56,601484.52
2022-05-01,CardioVasc-X,Cardiology,Latin America,4554,116.65,11367.88,531224.1
2022-05-01,OncoShield-A,Oncology,North America,2525,456.95,24624.01,1153798.75
2022-05-01,OncoShield-A,Oncology,Europe,1781,469.96,17627.31,836998.76
2022-05-01,OncoShield-A,Oncology,Asia Pacific,1505,445.39,20668.29,670311.95
2022-05-01,OncoShield-A,Oncology,Latin America,1000,437.85,11869.5,437850.0
2022-05-01,NeuroCalm,Neurology,North America,18561,88.1,17602.15,1635224.1
2022-05-01,NeuroCalm,Neurology,Europe,13344,82.33,20313.01,1098611.52
2022-05-01,NeuroCalm,Neurology,Asia Pacific,10948,87.3,16128.35,955760.4
2022-05-01,NeuroCalm,Neurology,Latin America,7057,86.07,10988.11,607395.99
2022-05-01,ImmunoFlex,Immunology,North America,8137,236.82,24402.0,1927004.34
2022-05-01,ImmunoFlex,Immunology,Europe,5553,221.38,14645.0,1229323.14
2022-05-01,ImmunoFlex,Immunology,Asia Pacific,5146,223.11,13051.89,1148124.06
2022-05-01,ImmunoFlex,Immunology,Latin America,2877,231.89,8571.57,667147.53
2022-05-01,DiabeCare,Endocrinology,North America,23496,63.77,27426.69,1498339.92
2022-05-01,DiabeCare,Endocrinology,Europe,17913,62.22,17426.28,1114546.86
2022-05-01,DiabeCare,Endocrinology,Asia Pacific,11465,65.65,13728.35,752677.25
2022-05-01,DiabeCare,Endocrinology,Latin America,8530,67.34,12122.34,574410.2
2022-06-01,CardioVasc-X,Cardiology,North America,10040,116.9,19056.04,1173676.0
2022-06-01,CardioVasc-X,Cardiology,Europe,8464,122.43,27480.02,1036247.52
2022-06-01,CardioVasc-X,Cardiology,Asia Pacific,6245,117.92,14516.32,736410.4
2022-06-01,CardioVasc-X,Cardiology,Latin America,3942,118.21,8350.45,465983.82
2022-06-01,OncoShield-A,Oncology,North America,2361,453.04,18892.35,1069627.44
2022-06-01,OncoShield-A,Oncology,Europe,2048,436.51,22233.73,893972.48
2022-06-01,OncoShield-A,Oncology,Asia Pacific,1675,428.92,19438.04,718441.0
2022-06-01,OncoShield-A,Oncology,Latin America,1019,466.69,13794.26,475557.11
2022-06-01,NeuroCalm,Neurology,North America,18197,83.64,27854.79,1521997.08
2022-06-01,NeuroCalm,Neurology,Europe,13625,87.7,18987.71,1194912.5
2022-06-01,NeuroCalm,Neurology,Asia Pacific,9995,85.22,21491.1,851773.9
2022-06-01,NeuroCalm,Neurology,Latin America,6453,81.26,9376.72,524370.78
2022-06-01,ImmunoFlex,Immunology,North America,6867,238.55,20547.05,1638122.85
2022-06-01,ImmunoFlex,Immunology,Europe,5115,236.66,14732.77,1210515.9
2022-06-01,ImmunoFlex,Immunology,Asia Pacific,5136,231.27,15113.52,1187802.72
2022-06-01,ImmunoFlex,Immunology,Latin America,2914,241.42,8235.24,703497.88
2022-06-01,DiabeCare,Endocrinology,North America,23279,63.05,23804.57,1467740.95
2022-06-01,DiabeCare,Endocrinology,Europe,17365,61.95,16697.88,1075761.75
2022-06-01,DiabeCare,Endocrinology,Asia Pacific,11869,67.39,14405.72,799851.91
2022-06-01,DiabeCare,Endocrinology,Latin America,9565,64.52,12014.08,617133.8
2022-07-01,CardioVasc-X,Cardiology,North America,8250,125.85,17943.34,1038262.5
2022-07-01,CardioVasc-X,Cardiology,Europe,8150,122.7,12843.08,1000005.0
2022-07-01,CardioVasc-X,Cardiology,Asia Pacific,6021,124.81,18577.97,751481.01
2022-07-01,CardioVasc-X,Cardiology,Latin America,3462,121.11,6860.36,419282.82
2022-07-01,OncoShield-A,Oncology,North America,2761,460.49,30790.55,1271412.89
2022-07-01,OncoShield-A,Oncology,Europe,1697,468.41,20177.32,794891.77
2022-07-01,OncoShield-A,Oncology,Asia Pacific,1314,471.21,13599.38,619169.94
2022-07-01,OncoShield-A,Oncology,Latin America,882,449.65,10847.24,396591.3
2022-07-01,NeuroCalm,Neurology,North America,15544,84.54,26355.2,1314089.76
2022-07-01,NeuroCalm,Neurology,Europe,11196,85.79,10330.57,960504.84
2022-07-01,NeuroCalm,Neurology,Asia Pacific,8471,88.99,14173.54,753834.29
2022-07-01,NeuroCalm,Neurology,Latin America,5470,83.51,11832.36,456799.7
2022-07-01,ImmunoFlex,Immunology,North America,6928,240.81,21547.3,1668331.68
2022-07-01,ImmunoFlex,Immunology,Europe,4811,220.19,12865.15,1059334.09
2022-07-01,ImmunoFlex,Immunology,Asia Pacific,3696,226.25,15516.04,836220.0
2022-07-01,ImmunoFlex,Immunology,Latin America,2863,224.22,9659.28,641941.86
2022-07-01,DiabeCare,Endocrinology,North America,24371,62.84,30905.7,1531473.64
2022-07-01,DiabeCare,Endocrinology,Europe,18320,64.84,21841.28,1187868.8
2022-07-01,DiabeCare,Endocrinology,Asia Pacific,13498,65.55,16448.54,884793.9
2022-07-01,DiabeCare,Endocrinology,Latin America,8434,62.48,9569.51,526956.32
2022-08-01,CardioVasc-X,Cardiology,North America,9085,120.37,23574.17,1093561.45
2022-08-01,CardioVasc-X,Cardiology,Europe,6286,125.21,18299.64,787070.06
2022-08-01,CardioVasc-X,Cardiology,Asia Pacific,4604,114.5,15616.8,527158.0
2022-08-01,CardioVasc-X,Cardiology,Latin America,3619,124.42,10535.65,450275.98
2022-08-01,OncoShield-A,Oncology,North America,1749,449.5,28690.48,786175.5
2022-08-01,OncoShield-A,Oncology,Europe,1658,428.85,15517.66,711033.3
2022-08-01,OncoShield-A,Oncology,Asia Pacific,1239,436.58,18782.66,540922.62
2022-08-01,OncoShield-A,Oncology,Latin America,796,447.47,10816.97,356186.12
2022-08-01,NeuroCalm,Neurology,North America,14765,86.64,23004.57,1279239.6
2022-08-01,NeuroCalm,Neurology,Europe,12765,86.0,18675.58,1097790.0
2022-08-01,NeuroCalm,Neurology,Asia Pacific,9537,81.01,15993.38,772592.37
2022-08-01,NeuroCalm,Neurology,Latin America,5796,86.5,10655.01,501354.0
2022-08-01,ImmunoFlex,Immunology,North America,5954,227.56,26971.93,1354892.24
2022-08-01,ImmunoFlex,Immunology,Europe,4811,233.63,15891.63,1123993.93
2022-08-01,ImmunoFlex,Immunology,Asia Pacific,3922,238.53,15177.77,935514.66
2022-08-01,ImmunoFlex,Immunology,Latin America,2736,235.48,10948.23,644273.28
2022-08-01,DiabeCare,Endocrinology,North America,21450,63.88,22748.78,1370226.0
2022-08-01,DiabeCare,Endocrinology,Europe,16357,66.7,22726.34,1091011.9
2022-08-01,DiabeCare,Endocrinology,Asia Pacific,13251,67.07,14459.99,888744.57
2022-08-01,DiabeCare,Endocrinology,Latin America,7050,61.79,10497.02,435619.5
2022-09-01,CardioVasc-X,Cardiology,North America,7334,118.75,18786.68,870912.5
2022-09-01,CardioVasc-X,Cardiology,Europe,7123,119.38,15559.23,850343.74
2022-09-01,CardioVasc-X,Cardiology,Asia Pacific,4552,116.73,13491.96,531354.96
2022-09-01,CardioVasc-X,Cardiology,Latin America,3124,122.02,10662.49,381190.48
2022-09-01,OncoShield-A,Oncology,North America,2386,444.59,20750.78,1060791.74
2022-09-01,OncoShield-A,Oncology,Europe,1709,449.06,19129.88,767443.54
2022-09-01,OncoShield-A,Oncology,Asia Pacific,1039,453.61,11169.76,471300.79
2022-09-01,OncoShield-A,Oncology,Latin America,874,461.92,15115.28,403718.08
2022-09-01,NeuroCalm,Neurology,North America,15140,88.87,26924.76,1345491.8
2022-09-01,NeuroCalm,Neurology,Europe,10672,88.63,17950.78,945859.36
2022-09-01,NeuroCalm,Neurology,Asia Pacific,7938,84.88,13136.17,673777.44
2022-09-01,NeuroCalm,Neurology,Latin America,4784,83.36,8516.94,398794.24
2022-09-01,ImmunoFlex,Immunology,North America,6782,225.66,24928.24,1530426.12
2022-09-01,ImmunoFlex,Immunology,Europe,5079,224.77,24633.02,1141606.83
2022-09-01,ImmunoFlex,Immunology,Asia Pacific,3467,222.67,12429.18,771996.89
2022-09-01,ImmunoFlex,Immunology,Latin America,2367,230.58,8313.53,545782.86
2022-09-01,DiabeCare,Endocrinology,North America,19079,65.44,21168.42,1248529.76
2022-09-01,DiabeCare,Endocrinology,Europe,14891,65.33,24190.22,972829.03
2022-09-01,DiabeCare,Endocrinology,Asia Pacific,11042,67.93,15856.16,750083.06
2022-09-01,DiabeCare,Endocrinology,Latin America,7650,67.5,12800.19,516375.0
2022-10-01,CardioVasc-X,Cardiology,North America,8770,121.33,20809.52,1064064.1
2022-10-01,CardioVasc-X,Cardiology,Europe,7253,124.8,23393.42,905174.4
2022-10-01,CardioVasc-X,Cardiology,Asia Pacific,5199,123.37,11690.98,641400.63
2022-10-01,CardioVasc-X,Cardiology,Latin America,3515,119.08,12041.02,418566.2
2022-10-01,OncoShield-A,Oncology,North America,2274,455.57,20947.52,1035966.18
2022-10-01,OncoShield-A,Oncology,Europe,1660,435.06,27476.34,722199.6
2022-10-01,OncoShield-A,Oncology,Asia Pacific,1436,437.25,17535.13,627891.0
2022-10-01,OncoShield-A,Oncology,Latin America,1005,452.1,12916.01,454360.5
2022-10-01,NeuroCalm,Neurology,North America,13270,85.8,21509.14,1138566.0
2022-10-01,NeuroCalm,Neurology,Europe,11583,81.91,20216.8,948763.53
2022-10-01,NeuroCalm,Neurology,Asia Pacific,10083,84.39,13061.06,850904.37
2022-10-01,NeuroCalm,Neurology,Latin America,6430,89.18,12401.0,573427.4
2022-10-01,ImmunoFlex,Immunology,North America,7700,224.81,26963.16,1731037.0
2022-10-01,ImmunoFlex,Immunology,Europe,4566,226.66,14833.29,1034929.56
2022-10-01,ImmunoFlex,Immunology,Asia Pacific,3744,220.06,15668.58,823904.64
2022-10-01,ImmunoFlex,Immunology,Latin America,2649,230.92,9084.73,611707.08
2022-10-01,DiabeCare,Endocrinology,North America,22632,65.21,25810.35,1475832.72
2022-10-01,DiabeCare,Endocrinology,Europe,13682,66.1,14560.06,904380.2
2022-10-01,DiabeCare,Endocrinology,Asia Pacific,13532,64.77,20768.38,876467.64
2022-10-01,DiabeCare,Endocrinology,Latin America,7556,67.97,10575.1,513581.32
2022-11-01,CardioVasc-X,Cardiology,North America,9263,116.41,26978.36,1078305.83
2022-11-01,CardioVasc-X,Cardiology,Europe,7201,119.4,15633.79,859799.4
2022-11-01,CardioVasc-X,Cardiology,Asia Pacific,6306,121.98,13353.12,769205.88
2022-11-01,CardioVasc-X,Cardiology,Latin America,3274,115.83,9322.96,379227.42
2022-11-01,OncoShield-A,Oncology,North America,2489,450.94,30262.96,1122389.66
2022-11-01,OncoShield-A,Oncology,Europe,1757,461.49,16268.25,810837.93
2022-11-01,OncoShield-A,Oncology,Asia Pacific,1393,462.69,16074.4,644527.17
2022-11-01,OncoShield-A,Oncology,Latin America,814,443.71,8202.63,361179.94
2022-11-01,NeuroCalm,Neurology,North America,15133,84.12,15410.32,1272987.96
2022-11-01,NeuroCalm,Neurology,Europe,11470,85.13,27385.63,976441.1
2022-11-01,NeuroCalm,Neurology,Asia Pacific,9995,89.18,15637.24,891354.1
2022-11-01,NeuroCalm,Neurology,Latin America,6140,88.66,9634.14,544372.4
2022-11-01,ImmunoFlex,Immunology,North America,6822,227.25,24752.74,1550299.5
2022-11-01,ImmunoFlex,Immunology,Europe,5506,225.51,21310.89,1241658.06
2022-11-01,ImmunoFlex,Immunology,Asia Pacific,3832,222.49,15108.41,852581.68
2022-11-01,ImmunoFlex,Immunology,Latin America,2826,240.94,8273.65,680896.44
2022-11-01,DiabeCare,Endocrinology,North America,23314,62.61,29643.38,1459689.54
2022-11-01,DiabeCare,Endocrinology,Europe,17081,66.72,28568.71,1139644.32
2022-11-01,DiabeCare,Endocrinology,Asia Pacific,11533,64.34,15688.67,742033.22
2022-11-01,DiabeCare,Endocrinology,Latin America,7496,62.19,9661.55,466176.24
2022-12-01,CardioVasc-X,Cardiology,North America,10887,125.59,24777.58,1367298.33
2022-12-01,CardioVasc-X,Cardiology,Europe,7004,120.07,12310.73,840970.28
2022-12-01,CardioVasc-X,Cardiology,Asia Pacific,5999,121.69,12791.09,730018.31
2022-12-01,CardioVasc-X,Cardiology,Latin America,3593,121.8,11634.24,437627.4
2022-12-01,OncoShield-A,Oncology,North America,2775,430.12,23454.13,1193583.0
2022-12-01,OncoShield-A,Oncology,Europe,1787,432.96,17079.95,773699.52
2022-12-01,OncoShield-A,Oncology,Asia Pacific,1434,458.65,13817.78,657704.1
2022-12-01,OncoShield-A,Oncology,Latin America,896,472.35,10532.94,423225.6
2022-12-01,NeuroCalm,Neurology,North America,18577,83.35,26641.0,1548392.95
2022-12-01,NeuroCalm,Neurology,Europe,15086,84.37,21173.18,1272805.82
2022-12-01,NeuroCalm,Neurology,Asia Pacific,9422,83.88,11444.33,790317.36
2022-12-01,NeuroCalm,Neurology,Latin America,6323,86.99,13036.4,550037.77
2022-12-01,ImmunoFlex,Immunology,North America,5651,218.94,21675.1,1237229.94
2022-12-01,ImmunoFlex,Immunology,Europe,5283,221.65,22572.94,1170976.95
2022-12-01,ImmunoFlex,Immunology,Asia Pacific,4246,218.78,11091.43,928939.88
2022-12-01,ImmunoFlex,Immunology,Latin America,2715,231.1,8412.38,627436.5
2022-12-01,DiabeCare,Endocrinology,North America,23702,62.39,30363.2,1478767.78
2022-12-01,DiabeCare,Endocrinology,Europe,16537,63.86,14656.72,1056052.82
2022-12-01,DiabeCare,Endocrinology,Asia Pacific,15506,64.19,15205.22,995330.14
2022-12-01,DiabeCare,Endocrinology,Latin America,7014,66.85,8662.88,468885.9
2023-01-01,CardioVasc-X,Cardiology,North America,10798,122.26,21347.86,1320163.48
2023-01-01,CardioVasc-X,Cardiology,Europe,7067,124.09,13171.26,876944.03
2023-01-01,CardioVasc-X,Cardiology,Asia Pacific,6165,121.91,22679.72,751575.15
2023-01-01,CardioVasc-X,Cardiology,Latin America,4163,121.37,11146.7,505263.31
2023-01-01,OncoShield-A,Oncology,North America,2312,434.26,24803.59,1004009.12
2023-01-01,OncoShield-A,Oncology,Europe,2109,458.11,19707.9,966153.99
2023-01-01,OncoShield-A,Oncology,Asia Pacific,1475,430.71,14686.14,635297.25
2023-01-01,OncoShield-A,Oncology,Latin America,1015,440.84,8867.23,447452.6
2023-01-01,NeuroCalm,Neurology,North America,16259,86.37,30562.87,1404289.83
2023-01-01,NeuroCalm,Neurology,Europe,11723,81.59,17616.31,956479.57
2023-01-01,NeuroCalm,Neurology,Asia Pacific,10687,83.0,19600.95,887021.0
2023-01-01,NeuroCalm,Neurology,Latin America,6961,84.0,11845.06,584724.0
2023-01-01,ImmunoFlex,Immunology,North America,6934,232.65,23055.29,1613195.1
2023-01-01,ImmunoFlex,Immunology,Europe,6045,230.7,21849.79,1394581.5
2023-01-01,ImmunoFlex,Immunology,Asia Pacific,4519,241.04,13804.6,1089259.76
2023-01-01,ImmunoFlex,Immunology,Latin America,3203,235.71,13637.49,754979.13
2023-01-01,DiabeCare,Endocrinology,North America,24981,62.58,27299.18,1563310.98
2023-01-01,DiabeCare,Endocrinology,Europe,16966,63.21,21521.1,1072420.86
2023-01-01,DiabeCare,Endocrinology,Asia Pacific,11018,64.61,12533.01,711872.98
2023-01-01,DiabeCare,Endocrinology,Latin America,8761,63.31,11786.57,554658.91
2023-02-01,CardioVasc-X,Cardiology,North America,10745,124.64,23694.62,1339256.8
2023-02-01,CardioVasc-X,Cardiology,Europe,8557,123.79,14256.59,1059271.03
2023-02-01,CardioVasc-X,Cardiology,Asia Pacific,6739,123.06,15404.8,829301.34
2023-02-01,CardioVasc-X,Cardiology,Latin America,4261,122.74,13204.18,522995.14
2023-02-01,OncoShield-A,Oncology,North America,2987,435.48,28078.45,1300778.76
2023-02-01,OncoShield-A,Oncology,Europe,2027,469.68,20750.28,952041.36
2023-02-01,OncoShield-A,Oncology,Asia Pacific,1522,464.3,17211.51,706664.6
2023-02-01,OncoShield-A,Oncology,Latin America,890,465.33,10689.77,414143.7
2023-02-01,NeuroCalm,Neurology,North America,20400,85.77,26322.96,1749708.0
2023-02-01,NeuroCalm,Neurology,Europe,12595,85.55,12080.29,1077502.25
2023-02-01,NeuroCalm,Neurology,Asia Pacific,11142,86.16,18338.78,959994.72
2023-02-01,NeuroCalm,Neurology,Latin America,6913,84.67,9302.45,585323.71
2023-02-01,ImmunoFlex,Immunology,North America,7172,236.9,23755.26,1699046.8
2023-02-01,ImmunoFlex,Immunology,Europe,5227,235.36,20494.67,1230226.72
2023-02-01,ImmunoFlex,Immunology,Asia Pacific,4641,226.67,12125.62,1051975.47
2023-02-01,ImmunoFlex,Immunology,Latin America,3308,218.62,11215.71,723194.96
2023-02-01,DiabeCare,Endocrinology,North America,24854,67.98,20899.88,1689574.92
2023-02-01,DiabeCare,Endocrinology,Europe,15932,62.72,13830.77,999255.04
2023-02-01,DiabeCare,Endocrinology,Asia Pacific,14412,68.23,18240.09,983330.76
2023-02-01,DiabeCare,Endocrinology,Latin America,7592,66.44,8888.48,504412.48
2023-03-01,CardioVasc-X,Cardiology,North America,12723,118.7,26058.12,1510220.1
2023-03-01,CardioVasc-X,Cardiology,Europe,8752,114.04,26181.53,998078.08
2023-03-01,CardioVasc-X,Cardiology,Asia Pacific,7388,123.53,11139.61,912639.64
2023-03-01,CardioVasc-X,Cardiology,Latin America,4172,119.77,11074.64,499680.44
2023-03-01,OncoShield-A,Oncology,North America,2793,453.6,22123.32,1266904.8
2023-03-01,OncoShield-A,Oncology,Europe,2586,454.66,26887.78,1175750.76
2023-03-01,OncoShield-A,Oncology,Asia Pacific,1810,439.64,19314.65,795748.4
2023-03-01,OncoShield-A,Oncology,Latin America,1181,430.97,10672.45,508975.57
2023-03-01,NeuroCalm,Neurology,North America,17971,87.42,24088.7,1571024.82
2023-03-01,NeuroCalm,Neurology,Europe,15354,85.15,23308.04,1307393.1
2023-03-01,NeuroCalm,Neurology,Asia Pacific,10687,83.54,12370.71,892791.98
2023-03-01,NeuroCalm,Neurology,Latin America,6936,82.63,8885.03,573121.68
2023-03-01,ImmunoFlex,Immunology,North America,9150,241.46,32485.83,2209359.0
2023-03-01,ImmunoFlex,Immunology,Europe,6503,228.19,20337.72,1483919.57
2023-03-01,ImmunoFlex,Immunology,Asia Pacific,5305,221.22,19946.19,1173572.1
2023-03-01,ImmunoFlex,Immunology,Latin America,3110,227.33,13140.09,706996.3
2023-03-01,DiabeCare,Endocrinology,North America,31185,62.95,34336.87,1963095.75
2023-03-01,DiabeCare,Endocrinology,Europe,16778,61.92,14065.08,1038893.76
2023-03-01,DiabeCare,Endocrinology,Asia Pacific,13283,63.69,16482.97,845994.27
2023-03-01,DiabeCare,Endocrinology,Latin America,9841,67.22,12895.46,661512.02
2023-04-01,CardioVasc-X,Cardiology,North America,11751,119.5,27659.89,1404244.5
2023-04-01,CardioVasc-X,Cardiology,Europe,8676,114.97,15327.51,997479.72
2023-04-01,CardioVasc-X,Cardiology,Asia Pacific,8189,119.24,16036.26,976456.36
2023-04-01,CardioVasc-X,Cardiology,Latin America,4932,115.91,12685.38,571668.12
2023-04-01,OncoShield-A,Oncology,North America,2837,461.31,20074.77,1308736.47
2023-04-01,OncoShield-A,Oncology,Europe,2217,430.6,21101.65,954640.2
2023-04-01,OncoShield-A,Oncology,Asia Pacific,1689,439.28,15802.0,741943.92
2023-04-01,OncoShield-A,Oncology,Latin America,1083,438.73,11513.3,475144.59
2023-04-01,NeuroCalm,Neurology,North America,18666,84.57,29666.48,1578583.62
2023-04-01,NeuroCalm,Neurology,Europe,14203,81.28,17634.71,1154419.84
2023-04-01,NeuroCalm,Neurology,Asia Pacific,11469,83.7,8306.83,959955.3
2023-04-01,NeuroCalm,Neurology,Latin America,7388,85.51,11281.22,631747.88
2023-04-01,ImmunoFlex,Immunology,North America,7557,235.31,17244.56,1778237.67
2023-04-01,ImmunoFlex,Immunology,Europe,6375,231.5,15331.51,1475812.5
2023-04-01,ImmunoFlex,Immunology,Asia Pacific,5075,232.5,17629.24,1179937.5
2023-04-01,ImmunoFlex,Immunology,Latin America,3065,221.98,9011.9,680368.7
2023-04-01,DiabeCare,Endocrinology,North America,24015,67.28,21398.13,1615729.2
2023-04-01,DiabeCare,Endocrinology,Europe,24943,62.5,23718.98,1558937.5
2023-04-01,DiabeCare,Endocrinology,Asia Pacific,16865,62.19,17507.93,1048834.35
2023-04-01,DiabeCare,Endocrinology,Latin America,11580,62.28,11565.89,721202.4
2023-05-01,CardioVasc-X,Cardiology,North America,8724,115.99,19819.33,1011896.76
2023-05-01,CardioVasc-X,Cardiology,Europe,10230,118.94,18045.28,1216756.2
2023-05-01,CardioVasc-X,Cardiology,Asia Pacific,8410,114.75,18227.13,965047.5
2023-05-01,CardioVasc-X,Cardiology,Latin America,4656,119.51,13834.0,556438.56
2023-05-01,OncoShield-A,Oncology,North America,2603,434.91,21969.74,1132070.73
2023-05-01,OncoShield-A,Oncology,Europe,2092,450.87,24429.5,943220.04
2023-05-01,OncoShield-A,Oncology,Asia Pacific,1684,467.08,17266.74,786562.72
2023-05-01,OncoShield-A,Oncology,Latin America,1119,447.81,10032.98,501099.39
2023-05-01,NeuroCalm,Neurology,North America,19593,85.33,29685.19,1671870.69
2023-05-01,NeuroCalm,Neurology,Europe,13846,86.33,15963.61,1195325.18
2023-05-01,NeuroCalm,Neurology,Asia Pacific,12254,87.34,14835.75,1070264.36
2023-05-01,NeuroCalm,Neurology,Latin America,7074,87.49,6853.46,618904.26
2023-05-01,ImmunoFlex,Immunology,North America,9732,236.85,34681.52,2305024.2
2023-05-01,ImmunoFlex,Immunology,Europe,6322,230.76,22857.37,1458864.72
2023-05-01,ImmunoFlex,Immunology,Asia Pacific,4695,236.75,17791.1,1111541.25
2023-05-01,ImmunoFlex,Immunology,Latin America,3100,239.34,12615.61,741954.0
2023-05-01,DiabeCare,Endocrinology,North America,24991,62.95,23539.95,1573183.45
2023-05-01,DiabeCare,Endocrinology,Europe,21085,62.74,21004.29,1322872.9
2023-05-01,DiabeCare,Endocrinology,Asia Pacific,15106,62.29,22909.07,940952.74
2023-05-01,DiabeCare,Endocrinology,Latin America,10157,65.03,11226.66,660509.71
2023-06-01,CardioVasc-X,Cardiology,North America,11774,125.81,24970.82,1481286.94
2023-06-01,CardioVasc-X,Cardiology,Europe,9915,115.99,24518.07,1150040.85
2023-06-01,CardioVasc-X,Cardiology,Asia Pacific,7296,115.95,15701.94,845971.2
2023-06-01,CardioVasc-X,Cardiology,Latin America,4231,120.33,10946.18,509116.23
2023-06-01,OncoShield-A,Oncology,North America,2873,431.07,28316.64,1238464.11
2023-06-01,OncoShield-A,Oncology,Europe,2096,466.12,16726.08,976987.52
2023-06-01,OncoShield-A,Oncology,Asia Pacific,1812,459.46,16862.1,832541.52
2023-06-01,OncoShield-A,Oncology,Latin America,869,464.47,10214.54,403624.43
2023-06-01,NeuroCalm,Neurology,North America,15862,84.95,14606.59,1347476.9
2023-06-01,NeuroCalm,Neurology,Europe,14553,82.23,17950.28,1196693.19
2023-06-01,NeuroCalm,Neurology,Asia Pacific,11621,81.61,19055.02,948389.81
2023-06-01,NeuroCalm,Neurology,Latin America,6611,83.71,9645.51,553406.81
2023-06-01,ImmunoFlex,Immunology,North America,8282,233.48,33573.03,1933681.36
2023-06-01,ImmunoFlex,Immunology,Europe,6261,237.85,13882.68,1489178.85
2023-06-01,ImmunoFlex,Immunology,Asia Pacific,4803,233.09,17629.67,1119531.27
2023-06-01,ImmunoFlex,Immunology,Latin America,2854,225.98,11685.05,644946.92
2023-06-01,DiabeCare,Endocrinology,North America,25004,62.89,23017.07,1572501.56
2023-06-01,DiabeCare,Endocrinology,Europe,19379,67.19,18334.26,1302075.01
2023-06-01,DiabeCare,Endocrinology,Asia Pacific,13673,66.26,19155.11,905972.98
2023-06-01,DiabeCare,Endocrinology,Latin America,9236,63.13,6663.95,583068.68
2023-07-01,CardioVasc-X,Cardiology,North America,11057,124.45,28143.9,1376043.65
2023-07-01,CardioVasc-X,Cardiology,Europe,8657,121.98,22954.06,1055980.86
2023-07-01,CardioVasc-X,Cardiology,Asia Pacific,6315,122.05,17750.97,770745.75
2023-07-01,CardioVasc-X,Cardiology,Latin America,4015,119.36,8823.69,479230.4
2023-07-01,OncoShield-A,Oncology,North America,2652,452.1,31171.56,1198969.2
2023-07-01,OncoShield-A,Oncology,Europe,1932,432.48,21066.47,835551.36
2023-07-01,OncoShield-A,Oncology,Asia Pacific,1493,460.8,14649.7,687974.4
2023-07-01,OncoShield-A,Oncology,Latin America,999,466.13,10452.18,465663.87
2023-07-01,NeuroCalm,Neurology,North America,17079,87.16,28139.81,1488605.64
2023-07-01,NeuroCalm,Neurology,Europe,12662,83.14,23615.99,1052718.68
2023-07-01,NeuroCalm,Neurology,Asia Pacific,11804,81.57,17611.41,962852.28
2023-07-01,NeuroCalm,Neurology,Latin America,6083,85.84,6813.62,522164.72
2023-07-01,ImmunoFlex,Immunology,North America,6543,235.59,20142.66,1541465.37
2023-07-01,ImmunoFlex,Immunology,Europe,6107,232.14,21769.8,1417678.98
2023-07-01,ImmunoFlex,Immunology,Asia Pacific,4383,236.78,16063.53,1037806.74
2023-07-01,ImmunoFlex,Immunology,Latin America,2729,241.4,11119.33,658780.6
2023-07-01,DiabeCare,Endocrinology,North America,25748,62.16,25878.39,1600495.68
2023-07-01,DiabeCare,Endocrinology,Europe,19520,62.5,21445.82,1220000.0
2023-07-01,DiabeCare,Endocrinology,Asia Pacific,14966,67.46,19606.12,1009606.36
2023-07-01,DiabeCare,Endocrinology,Latin America,10950,64.55,12366.56,706822.5
2023-08-01,CardioVasc-X,Cardiology,North America,8261,123.29,22309.08,1018498.69
2023-08-01,CardioVasc-X,Cardiology,Europe,7835,119.32,23739.41,934872.2
2023-08-01,CardioVasc-X,Cardiology,Asia Pacific,6849,121.1,21820.52,829413.9
2023-08-01,CardioVasc-X,Cardiology,Latin America,3920,120.15,8768.28,470988.0
2023-08-01,OncoShield-A,Oncology,North America,2203,449.45,24403.55,990138.35
2023-08-01,OncoShield-A,Oncology,Europe,1839,454.53,21877.74,835880.67
